application	biotools_ID
https://biocontainers.pro/tools/treemix	https://bio.tools/TreeMix
https://biocontainers.pro/tools/trf	https://bio.tools/Trf
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-addcols	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-ameme	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-autodtd	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-autosql	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-autoxml	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-avecols	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-axtchain	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-axtsort	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-axtswap	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-axttomaf	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-axttopsl	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bamtopsl	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bedclip	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bedcommonregions	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bedcoverage	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bedextendranges	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bedgeneparts	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bedgraphpack	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bedgraphtobigwig	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bedintersect	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-beditemoverlapcount	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bedjointaboffset	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bedpileups	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bedremoveoverlap	https://bio.tools/UCSC_Genome_Browser_Utilities
https://github.com/bioconda/bioconda-recipes/tree/master/recipes/ucsc-bedrestricttopositions	https://bio.tools/UCSC_Genome_Browser_Utilities
